title,location,image,link,details,hosts,main_host,Perks,categories,start,end
Mindful Moments,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/01ce18d2-51be-47ea-a8d8-3391721c99a630176208-cfe5-430f-a4bd-9fa94f61d7ad.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11060527,"Research shows that people who practice mindfulness are happier, more motivated, more successful in relationships, have improved physical health, and experience less anxiety and depression. With deep breathing exercises, we practice using our breath as a tool for relaxation. In this way, we witness negative thoughts gradually diminish, freeing us from the hold they have. Join CPO Peer Educators in breathing away anxious thoughts to relax and calm the mind! Email prevention_outreach@stonybrook. edu for accessibility needs.",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,1740434400,1740438000
Community Wellness Walk with CPO,Union Suite 108,https://se-images.campuslabs.com/clink/images/2cb38ba7-2ca9-4f79-b95e-40b65e69d18ad49ac54c-37a1-4d7e-bdca-3e01666324e2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11055138,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week! Join us Monday February 24th from 5 - 6pm for one of our weekly wellness walks! All abilities are invited, no experience necessary, no one gets left behind Email prevention_outreach@stonybrook. edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1740434400,1740438000
Queer and Crafts Affinity Group,LGBTQ* Center,https://se-images.campuslabs.com/clink/images/5e9fdbdf-95fc-40a3-a992-6a7c78cd4abe7d211ee8-3d9f-429a-b2c3-f5b3bbaefde5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11051919,Come join LGBTQ* Services every Monday from 5 to 6: 30PM for a different craft each week! The LGBTQ* Center is located above West Side Dining. Affinity groups are not meant as a replacement for counseling services. This space is NOT open for research or observation. Please contact LGBTQ* Services at lgbtqservices@stonybrook. edu or (631) 632 - 1690 for any accessibility needs or concerns.,LGBTQ* Services,LGBTQ* Services,Credit,,1740434400,1740439800
Professional Development: Fellowships & Summer Research Programs,Chemistry Building 412,https://se-images.campuslabs.com/clink/images/ee020ff6-45c0-4e8f-bca3-86f03def51f8e119b633-d01f-4156-894f-aacabeee4177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11095868,"Join the American Chemical Society (ACS) for an Exclusive Session on Securing Research Programs and Fellowships! Ready to advance your research career? Discover key strategies to stand out and land competitive research opportunities and fellowships. Get expert advice on crafting your application, building your network, and making a lasting impact in the scientific community. Don’t miss out on this chance to unlock your future in research!",American Chemical Society,American Chemical Society,"Free Food, Credit",,1740436200,1740439800
GBM #9: :Anti-Aging,SAC 304,,https://stonybrook.campuslabs.com/engage/event/11083543,"Join us for a thought - provoking discussion on the ethics and science of anti - aging research, exploring its implications for medicine, society, and longevity.",Bioethics Society,Bioethics Society,Credit,,1740438000,1740441000
GBM 2: Game Night,SAC 305,https://se-images.campuslabs.com/clink/images/c1d92855-e0cd-423e-ab9e-365950cff83276ff44b6-ea80-440a-ba79-2d96fa00bc9e.pdf?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044789,"Join the Humanology Project on Monday, February 24th in SAC 305 from 6 - 7pm for a fun night of board games while learning about mental wellness!",The Humanology Project,The Humanology Project,Credit,Movies & Games,1740438000,1740441600
Game Night: Family Feud,DeVries Center 200-202,https://se-images.campuslabs.com/clink/images/f189cf93-13e3-4129-a683-51463bf58a3af4610b76-8281-4a0a-ab55-9efa3b15d166.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11055301,"Join LGBTQ* Services for a fun - filled night of Family Feud, with answers provided by Stony Brook's very own student and alumni community! Whether you're a contestant or watching in the audience, you'll make a lot of fun memories. Snacks and refreshments will be provided, as well as prizes for Family Feud winners. RSVP now!",LGBTQ* Services,LGBTQ* Services,"Free Food, Credit",,1740436200,1740443400
PPGA E-Board Meeting,Union 203-11,https://se-images.campuslabs.com/clink/images/4b8ac7c4-ae2c-4f7d-8d2b-e8fa8b77f97716176846-5437-4d50-9519-c111f8ff3815.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10957362,"Planned Parenthood Generation Action executive board meeting to discuss upcoming GBMs, events, etc. !",Planned Parenthood Generation Action at Stony Brook University,Planned Parenthood Generation Action at Stony Brook University,Credit,,1740441600,1740444600
Embroidery at SBU: GBM,Library N3063,,https://stonybrook.campuslabs.com/engage/event/11040618,"Come by to work on your very own embroidery project. Personal fabric items are welcome, provided supplies are limited.",Embroidery at SBU,Embroidery at SBU,Credit,,1740441600,1740444600
General Body Meeting,Humanities Building,https://se-images.campuslabs.com/clink/images/a979a639-b42a-412e-b768-e3d205a89f6fdfdd17c8-8326-4d1e-875c-fe27431d4d61.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10957392,"The General Body Meeting for the College Socialists of Stony Brook University! Subject matter for each meeting can vary from general political advocacy, and political education, to campus activism. Come on right in!",College Socialists,College Socialists,Credit,"Social Action, Disability/Ability Awareness, Civic Engagement",1740441600,1740444600
ASBO GBM,Frey 309,https://se-images.campuslabs.com/clink/images/24db683b-b77b-45d7-9d53-85e789b9f5f7d28a72f8-4a85-4e4d-89b6-2315696920dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10943864,"Please join us for our weekly spring general body meetings. We will discuss our spring break trip plans and learn about the amazing things volunteering has to offer. Here, you will meet like - minded people who enjoy helping others and making friends along the way. And when our spring break trip is over there will still be a lot of fun things to do during our meetings!",Alternative Spring Break Outreach,Alternative Spring Break Outreach,Credit,,1740441600,1740445200
AIChE ChemE Jeopardy Weekly Meetings,ESS 177,https://se-images.campuslabs.com/clink/images/ca1fef38-96d6-4e82-9e6b-4ecdde819ac11f64dd7a-93d5-458c-b93f-dc0d8549e177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044772,AIChE's ChemE Jeopardy team will be practicing for the national and regional ChemE Jeopardy competitions.,American Institute of Chemical Engineers,American Institute of Chemical Engineers,Credit,,1740441600,1740445200
MUN Weekly GBM,Javits 101,https://se-images.campuslabs.com/clink/images/ce85df98-3f9f-49d1-848b-8319a5fac6871beecaa5-b764-4879-922f-578e63625b20.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050721,Join MUN in our weekly GBM! During these GBM's we will discuss current events through the United Nations format!,Model United Nations,Model United Nations,Credit,,1740441600,1740445200
University Affairs Committee,USG Suite Conference Room SAC 202,https://se-images.campuslabs.com/clink/images/fb0ab4e4-2813-438c-a8ee-9f9be00ad8f4d110ccb5-66e2-4d49-b8b6-d17f1bd31cf5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10801883,"University Affairs Committee of the Undergraduate Student Government. The committee meets every Monday from 6: 30 - 8: 30pm unless otherwise noted (i. e University Senate dates, cancelled on holidays and breaks). The committee manages the Senate Line and any funding requests from Senate Line that come forward for Senator initiatives. The University Affairs Committee also works to promote university and academic - wide policies and services that benefit the undergraduate student body. The Committee reviews campus - wide issues and creates tangible steps to enhance undergraduate student quality of life, and invites guest speakers from various departments across the University for discussion. This meeting is public and takes place in the USG Conference Room in the USG Suite (SAC 202), anyone can attend and observe the meeting -  - a Zoom link is also available. Meeting minutes will be posted from each meeting on the USG website for public viewing to adhere to open meetings law.",Undergraduate Student Government,Undergraduate Student Government,Credit,,1740439800,1740447000
Coffee and Culture,SAC 306,https://se-images.campuslabs.com/clink/images/af9aceba-cf1d-4fb1-97a2-cb61368b5acc701e3bef-73c7-4865-9b3c-f98128f59294.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10757769,"The Arabic Language and Culture Club is hosting ""Coffee & Culture"". Stop by to learn more about the significance of coffee in Arab culture, while enjoying some Yemeni coffee and pastries from Qahwah House! *While supplies last!",Arabic Language and Culture Club,Arabic Language and Culture Club,Credit,,1740441600,1740447000
FTA Teacher Meet and Greet Event,Frey 201,https://se-images.campuslabs.com/clink/images/4f79a17e-e889-408a-b4e1-4419d5ba19739b15247a-d29d-4feb-9fd5-c194f7573ff1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11068175,Come join us for our GBM; we will make teacher classroom picture frames! Come learn more about FTA and connect with others in the same field,Future Teachers Association,Future Teachers Association,Credit,,1740445200,1740448200
Tarot 101: Interpreting and Reading,SAC 303,https://se-images.campuslabs.com/clink/images/30baffd9-1498-4062-8e39-8674289c11aa49758f7c-de00-4054-840c-8931de8378b9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11082715,"Join us for the second installment of our event series about tarot, and learn to understand how to connect themes and interpret your fortune from the cards. PSS GBMs: Open to everyone wanting to learn and share community with other Pagans on campus!",Pagan Student Society,Pagan Student Society,Credit,Arts & Crafts,1740445200,1740448200
Hero Fundraiser,Student Union - Ballroom 203-20,https://se-images.campuslabs.com/clink/images/e2755b97-5bc7-4b00-ae7a-b83e309d52e7c652cbd5-5be9-4f0d-be56-b066477692c9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11066293,A B+ Hero family will come and share their story and it'll be a fundraiser dinner. Open to everyone,Wolfiethon,Wolfiethon,"Free Food, Credit",,1740441600,1740448800
Field Hockey Club Practice,Campus Recreation Outdoor South Field Complex- Field A,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971468,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7 - 9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,,1740441600,1740448800
Chinablue Block booking,SAC 311,https://se-images.campuslabs.com/clink/images/74a6be5f-6b4e-4a8a-a36a-9c69270858c4e1c3a71a-89ba-419c-8e71-56083d9fe6ff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10873883,Chinablue will be hosting our weekly cabinet meetings for the spring semester.,ChinaBlue,ChinaBlue,Credit,,1740445200,1740448800
Chat with CSO,SAC 305,https://se-images.campuslabs.com/clink/images/48e86372-f43f-4ac4-9728-9f54e0b7b29e185b422b-91bb-4d81-b35b-e481942db798.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036790,"Join us for a night of engaging conversations and cultural connections atOur Chat with CSO! 🌴💬✨ This is your chance to vibe with fellow Caribbean students 🌊, share stories 🗣️, and dive into discussions that matter! Whether you’re looking to make new friends 🤝, reconnect with familiar faces 😃, or just enjoy a chill atmosphere, this event is for you! 🌟 Come meet our e - board members 👋🏽, build lasting connections 👯‍♂️, and set the tone for an exciting semester ahead! 🔥 Don’t miss it! 😎🎉",Caribbean Student Organization,Caribbean Student Organization,Credit,,1740445200,1740448800
Pagan Circle: Topic TBA,SAC 303,https://se-images.campuslabs.com/clink/images/ac016011-7faa-45b8-a339-910bca6a809b779df7c3-da6c-4424-96ae-bd2bcbee1f1d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10864710,"Pagan Circle is a group gathering of Pagans, spiritualists, and curious beginners sharing their favorite Pagan topics with one another.",Pagan Student Society,Pagan Student Society,"Free Food, Free Stuff, Credit","Religious Service / Celebration, Arts & Crafts",1740445200,1740448800
