Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
36th Annual Roth Regatta Committee,"Tuesday, March 25 at 5:00PM EDT","Student Activities Center, USG Suite 202, Conference Room",Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/35164146-9427-490f-a006-45a73d089df2b1ed5dcb-8e8d-4d6e-be05-186448617786.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10945405,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Acting Workshop,"Tuesday, March 25 at 5:30PM EDT",SAC 304,Actors Conservatory,https://se-images.campuslabs.com/clink/images/7c1ece97-cf3c-476c-af59-2ba9aaa8b070ccf65061-8202-49be-8320-80635efbce30.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091361,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Coffee Cafe,"Tuesday, March 25 at 6:00PM EDT",SAC 303,American Sign Language (ASL) Club,https://se-images.campuslabs.com/clink/images/798b0be3-8566-4ea3-bdb7-25d2bfa2c9513e186d76-0ae0-4089-8983-79250a89ab6c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077079,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Pit Stop After Hours: Commuter Crafts,"Tuesday, March 25 at 5:00PM EDT",The Pit Stop Commuter Lounge,Unknown Club,N/A,https://stonybrook.campuslabs.com/engage/event/10183695,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Womens Club Lacrosse Practice,"Tuesday, March 25 at 5:00PM EDT",South P Field C (Lot 40),Women's Club Lacrosse,https://se-images.campuslabs.com/clink/images/4559fd05-5ead-4cd4-b376-53029c48b2adf0f5c7ce-72af-4a93-b005-4f2577c1d438.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971514,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Movie Night! Portuguese Language Club!,"Tuesday, March 25 at 5:00PM EDT",SAC 311,Portuguese Language Club,https://se-images.campuslabs.com/clink/images/b1780058-72aa-471e-baf0-1b37547c16f82ee8a1f7-b67b-4a38-a6d2-9f02aaba579c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11102122,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Advanced Ballet,"Tuesday, March 25 at 5:00PM EDT",Student Union Rehearsal Room,Dynamic Dance,https://se-images.campuslabs.com/clink/images/928a2008-7d3e-4643-b2db-030d4d0b317c02201ec1-86fb-48de-87b2-9285484288c0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10916781,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Latinos Business Association: General Body Meeting,"Tuesday, March 25 at 6:00PM EDT",SAC 305,Latinos Business Association,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765673,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Latinos Business Association: General Body Meeting,"Tuesday, March 25 at 6:00PM EDT",SAC 305,Latinos Business Association,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765672,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
College Loops Challenge,"Tuesday, March 25 at 6:30PM EDT","Alan S. deVries Center, RM 200",Girls Who Code College Loops at Stony Brook University,https://se-images.campuslabs.com/clink/images/b5329337-d4d7-442b-8dfb-e1622b0a69b1d37ef101-436c-4d0d-ad79-4392b1dccc4e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036786,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
The Bay Gull GBM,"Tuesday, March 25 at 7:00PM EDT",LIBRRY N4072,The Bay Gull,https://se-images.campuslabs.com/clink/images/7375ea17-0a9c-451f-8768-addb153f1d89f978aec2-74f5-4b2a-8bbe-d81332a4dec8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10963723,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
HEAL -Cultural Health Practices/Remedies,"Tuesday, March 25 at 7:00PM EDT",Frey Hall-313,Health Equity for AAPI leadership,https://se-images.campuslabs.com/clink/images/091b31ec-6c50-4115-8ff3-b49808fbec6c3583357a-878d-4143-9ee9-36d1356a4b58.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11097152,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Marine Science Club GBM with Dr. Kurt Bretsch,"Tuesday, March 25 at 7:00PM EDT",Earth and Space Science 177,Marine Science Club,https://se-images.campuslabs.com/clink/images/091fdd16-e063-47b4-9b81-3db621b42d81f825f739-c905-44a4-aa79-b12236974d84.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11068777,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Women in Healthcare: Empowerment Donation Kits For Women's History Month,"Tuesday, March 25 at 7:00PM EDT",Frey 226,Women In Healthcare,https://se-images.campuslabs.com/clink/images/bd5602d9-479b-47a0-bdf4-aa1f515b3ff6863b3358-58f9-49d5-a78c-29cd35a98021.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11086683,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Protein Cookie Fundraiser,"Tuesday, March 25 at 5:00PM EDT",Union Patio,Computing Society at Stony Brook,https://se-images.campuslabs.com/clink/images/b97026d1-cbe4-401b-ba1c-b2177bcb128d31f5fceb-6539-4643-bbf8-c3a458dcd67c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077882,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Journalism & Communication Young Professionals and Alumni Panel,"Tuesday, March 25 at 6:30PM EDT",Virtual,Career Center,https://se-images.campuslabs.com/clink/images/30dcd376-df08-4eb1-b4d9-ece80e368d702c7f596a-be9e-4eee-b9d4-d84c94e499b8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10998818,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Flower Crown Making,"Tuesday, March 25 at 7:00PM EDT",SAC 303,Polish American Student Association,https://se-images.campuslabs.com/clink/images/981f9ec0-2192-4e6f-92be-da48fd092a56435e69a8-1a08-44cc-b501-e42778163d05.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11016283,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
CAN GBM,"Tuesday, March 25 at 7:00PM EDT",Humanities 1023,Community Action Network,https://se-images.campuslabs.com/clink/images/7db60be4-aaf1-4c8f-935e-2f9482aa5ebf8730896e-7874-42c3-b552-1f02b10cb2b3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10935762,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wolfiethon Volunteer Opportunity,"Tuesday, March 25 at 7:00PM EDT",Student Union - F&S Lounge,Wolfiethon ,https://se-images.campuslabs.com/clink/images/b15ccc5e-9eef-45c7-947a-b9beed4e4b47230a90ae-0236-419d-8022-4ea7914ed28e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747892,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Arabic Language and Culture Club GBM,"Tuesday, March 25 at 7:00PM EDT",SAC 311,Arabic Language and Culture Club,N/A,https://stonybrook.campuslabs.com/engage/event/10757764,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Green Dot Virtual Training,"Tuesday, March 25 at 7:00PM EDT",Virtual,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/0f373296-1092-407c-955f-5eaff32e7e09ff30482e-a9c3-4a40-8dad-1384513f5530.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836019,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Solve it Squad Rehearsals,"Tuesday, March 25 at 7:00PM EDT",Staller 3218,Pocket Theatre,https://se-images.campuslabs.com/clink/images/9dea9a64-f7f9-4fc0-9a95-55d8be24d5575e0a5495-b322-49ff-bb35-a9f925f51465.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087495,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Sigma Beta Induction Ceremony,"Tuesday, March 25 at 7:30PM EDT",Bauman Center for Leadership and Service,Sigma Beta Honor Society,https://se-images.campuslabs.com/clink/images/9502893b-5d34-462d-ab7c-2230137b76430b503a02-d5ac-4daf-85ff-a4b8e5e93f57.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11060567,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SASA Club Meetings (2/11-5/6),"Tuesday, March 25 at 8:00PM EDT","SAC 302, SAC 303",South Asian Student Alliance,N/A,https://stonybrook.campuslabs.com/engage/event/10479966,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ASU GBM's,"Tuesday, March 25 at 8:00PM EDT",Union 103-L02,African Students Union,https://se-images.campuslabs.com/clink/images/dee16aeb-4864-4258-b19a-7e9f27c49607fcb1b67c-7757-4b01-95ee-72871f9b3bef.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11017066,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Watsi general body meeting,"Tuesday, March 25 at 8:00PM EDT",Frey 317,Watsi,https://se-images.campuslabs.com/clink/images/b9523687-2a60-40b8-b1ff-8d5a2ff2f30221d959de-2c55-4f91-8fe0-ff6eeaebebd4.pdf?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091946,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Greeley Hall Council GBM,"Tuesday, March 25 at 8:15PM EDT",Greeley Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/81f5dfcc-4982-49fc-8774-79618d18f79134e1fe9c-3f2d-4089-aadd-accd0d57a7df.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11047344,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Lauterbur Hall Council: General Body Meetings,"Tuesday, March 25 at 8:30PM EDT",Lauterbur Classroom,Chávez Tubman and Nobel Community,https://se-images.campuslabs.com/clink/images/f1b0fd15-ead8-4909-a9e1-bdd3b3e99b364d301a13-af41-438f-b9d5-9479f7da80c2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11030488,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Cube Night #2,"Tuesday, March 25 at 7:00PM EDT",Melville Library - E4330,Trading Card Game Club,N/A,https://stonybrook.campuslabs.com/engage/event/10964620,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
High C's Tuesday Rehearsal,"Tuesday, March 25 at 7:00PM EDT",SAC Rehearsal Space,High Cs,https://se-images.campuslabs.com/clink/images/7fe349b2-0bff-46f9-a298-977e7ac0f5d667d33a92-972e-41c9-9812-23af663351c1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759383,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Raaswalas Practice,"Tuesday, March 25 at 7:00PM EDT",BENEDICT LOBBY C119,Raaswalas,N/A,https://stonybrook.campuslabs.com/engage/event/10383821,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBU Club Swimming: Practice - Spring 2025,"Tuesday, March 25 at 9:00PM EDT",University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926705,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Tote Bag Painting: Carry Confidence,"Tuesday, March 25 at 9:15PM EDT",O'Neill Main Lounge,Unknown Club,https://se-images.campuslabs.com/clink/images/8a4d8ca4-7a0b-440a-b4ad-d1a0974d41c191e0901a-2533-4e3e-889d-75b70ab3b4bb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11028111,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Taandava Practice '24-25 Tuesday (3/11 - 5/06),"Tuesday, March 25 at 7:30PM EDT",UNION L06-01A,Taandava,N/A,https://stonybrook.campuslabs.com/engage/event/10490107,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ballroom Dance Team Spring 2025 Weekly Student Led Practices,"Tuesday, March 25 at 8:30PM EDT",Rec 216,Ballroom Dance Team,https://se-images.campuslabs.com/clink/images/0072e908-c5d7-4ef5-82e1-72c64ad88e3cb536ed21-e623-42ee-b7d1-f87fb89fc789.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032776,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chalk Talk,"Wednesday, March 26 at 7:30AM EDT",Frey 112,Sailing,https://se-images.campuslabs.com/clink/images/cdef2cae-00bb-46a3-a291-2e7765d722c39d8b1769-0802-433a-b2a0-8e80c2aff4da.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971244,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBAAU Ice Hockey NATIONAL CHAMPIONSHIP TOURNEY,"Thursday, March 20 at 6:00AM EDT",Community First Igloo,Stony Brook AAU Ice Hockey ,https://se-images.campuslabs.com/clink/images/3a619033-0c67-46e8-b1aa-8e4fad0ca2c09edea0b5-4478-44aa-8049-03e23ec5a34f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065519,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ULR GBM,"Wednesday, March 26 at 12:00PM EDT",Frey Hall 309,The Undergraduate Law Review at Stony Brook University,https://se-images.campuslabs.com/clink/images/e3689d5e-ca9a-4f14-b364-447d665b057c8089d392-0669-46b3-8622-9be620a0b965.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11083801,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Badminton Club Weekly Meeting,"Wednesday, March 26 at 12:00PM EDT",MAC Courts,Badminton Club,https://se-images.campuslabs.com/clink/images/0e95b142-c162-4c81-9d11-942373e416f00d961707-d5be-4f30-a3fc-de702a4ed440.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007138,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Pre-PA Club GBM #4,"Wednesday, March 26 at 12:30PM EDT","HSC Lecture Hall 3, Level 2",Pre-Physician Assistant Club,https://se-images.campuslabs.com/clink/images/b6986290-b562-42e4-8df9-454ce26f584da571fa11-501b-4188-901f-8b0de736d86e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11040218,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Conquer Your Research Journey: Developing an Impactful Poster,"Wednesday, March 26 at 12:30PM EDT",SAC 302,Career Center,https://se-images.campuslabs.com/clink/images/f49c627f-86b9-44b7-9c0f-ac6734594491ab3e9e0f-b559-40f9-b167-6c781c1618cf.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11013755,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Alpha Nu Zeta General Body Meeting,"Wednesday, March 26 at 1:00PM EDT",Humanities 2030,Alpha Nu Zeta English Honor Society ,N/A,https://stonybrook.campuslabs.com/engage/event/11032674,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
MLA Citation,"Wednesday, March 26 at 12:30PM EDT",Online,University Libraries,https://se-images.campuslabs.com/clink/images/9717967e-2c34-4a73-a195-a845c84075968ac88d7b-3492-4bf0-b587-958304369a4c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099960,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
